Text Content,Code,has_code,len,aa,begauth,first_turn,last_turn,clen,tlen,cloc,tloc,tpos1,tpos2,ppau,npau
"I could try to go back to 11.0.4 and ensure the issue doesn't happen there, again.",Bug Reproduction,False,82,NONE,True,False,False,0.5161290323,0.1203007519,0.8571428571,0.1933842239,0.01429808716,0.9857019128,0.0009773656664,0.000475806623
Would that help given any thoughts on changes going to 11.0.5 (or the packaging from adoptopenjdk),Investigation and Exploration,False,98,NONE,True,False,False,0.5161290323,0.1203007519,1.0,0.1959287532,0.01429808716,0.9857019128,0.0009773656664,0.000475806623
Did you try searching the file system for CODE?,Investigation and Exploration,True,47,CONTRIBUTOR,False,False,False,1.0,0.06766917293,1.0,0.1984732824,0.01438072849,0.9856192715,0.000475806623,0.01328334366
"No sign of a filename of the form core.20191106.* (especially on linux, from / )",Investigation and Exploration,False,80,NONE,True,False,False,1.0,0.0977443609,1.0,0.2010178117,0.01668787013,0.9833121299,0.01328334366,0.01296082525
Try running CODE and see what that shows.,Investigation and Exploration,True,41,CONTRIBUTOR,False,False,False,0.32,0.06015037594,0.5,0.203562341,0.01893899458,0.9810610054,0.01296082525,0.01135477352
"It validates the OS is setup properly for collecting dumps, although not sure how well it works on Mac, it may work better on Linux.",Investigation and Exploration,False,132,CONTRIBUTOR,False,False,False,1.0,0.1879699248,1.0,0.2061068702,0.01893899458,0.9810610054,0.01296082525,0.01135477352
"On MacOS, that had zero effect ie
CODE
^^^ that first line is our app starting up

On linux (where I did also see issues)
CODE",Investigation and Exploration,True,131,NONE,True,False,False,1.0,0.2255639098,1.0,0.2086513995,0.02091116901,0.979088831,0.01135477352,0.03206912113
What version of Linux is it?,Investigation and Exploration,False,28,CONTRIBUTOR,False,False,False,0.2727272727,0.04511278195,0.5,0.2111959288,0.02648115249,0.9735188475,0.03206912113,0.05548420273
"It seems to be telling us the core may not be called core.20191106.* since it couldn't be renamed, but might be core.*",Investigation and Exploration,False,118,CONTRIBUTOR,False,False,False,1.0,0.1654135338,1.0,0.213740458,0.02648115249,0.9735188475,0.03206912113,0.05548420273
"CODE
Though note that reference to core only happened when I 'broke' the jvm in another way (I experimented with class cache & had run out of disk space).",Investigation and Exploration,True,155,NONE,True,False,False,1.0,0.2180451128,0.5,0.2162849873,0.03611802688,0.9638819731,0.05548420273,0.2798752602
"- so it proves  the jvm can dump, but in this case it was unrelated to the xslt issue.",Investigation and Exploration,False,86,NONE,True,False,False,0.6551724138,0.1428571429,1.0,0.2188295165,0.03611802688,0.9638819731,0.05548420273,0.2798752602
"My intent is to avoid this problem until 11.0.6 is released (skip rat), then I will retest and report back - since we don't seem to have been able to capture further debugging info.",Investigation and Exploration,False,181,NONE,True,False,False,1.0,0.2481203008,1.0,0.2213740458,0.08472866911,0.9152713309,0.2798752602,0.04671162031
"On Linux, the JVMJ9VM135W message means that the system has a core redirection configured into the CODE program, which may be deleting, renaming, and/or truncating the core from my experience.",Investigation and Exploration,True,192,CONTRIBUTOR,False,False,False,1.0,0.2255639098,0.5,0.2239185751,0.09284186161,0.9071581384,0.04671162031,0.4323046536
Try CODE and restart Java and see if JVMJ9VM135W is gone and then reproduce.,Investigation and Exploration,True,76,CONTRIBUTOR,False,False,False,0.4666666667,0.1052631579,1.0,0.2264631043,0.09284186161,0.9071581384,0.04671162031,0.4323046536
"Note - I was able to use nightly builds from 28 Nov onwards on windows, mac, linux & no longer see this issue.",Task Progress,False,110,NONE,True,False,False,1.0,0.1578947368,0.3333333333,0.2290076336,0.1679274795,0.8320725205,0.4323046536,0.2641000633
I had been disabling this plugin (-Drat.skip=true) but am now back at default configuration.,Task Progress,False,92,NONE,True,False,False,0.7142857143,0.1127819549,0.6666666667,0.2315521628,0.1679274795,0.8320725205,0.4323046536,0.2641000633
"I intent to continue using the nightly some of the time now, and suggest closing, and I'll reopen if it resurfaces.",Action on Issue,False,115,NONE,True,False,False,1.0,0.1578947368,1.0,0.2340966921,0.1679274795,0.8320725205,0.4323046536,0.2641000633
"I had this again for the first time today under MacOS Catalina 19C56a with this build
CODE
No sign of any core.",Bug Reproduction,True,113,NONE,True,False,False,1.0,0.1804511278,1.0,0.2366412214,0.2137981781,0.7862018219,0.2641000633,0.005956575697
I'll re-open and assign to the next milestone.,Action on Issue,False,46,CONTRIBUTOR,False,False,False,1.0,0.06766917293,1.0,0.2391857506,0.2148327567,0.7851672433,0.005956575697,0.0009205468343
"@planetf1 I recently wrote an article on how to configure or disable Linux core processing: https://publib.boulder.ibm.com/httpserv/cookbook/Troubleshooting-Troubleshooting_Java.html#Troubleshooting-Troubleshooting_Java-Core_Dumps-Ensure_core_piping_is_configured_properly_or_disabled_on_Linux

> It is preferable to completely disable piping when running J9 JVMs because when the J9 JVM produces a core dump or handles a crash, it will post-process the core dump to rename it with additional information and also add some additional details into the core dump.",Investigation and Exploration,False,563,CONTRIBUTOR,False,False,False,1.0,0.4812030075,0.3333333333,0.2417302799,0.2149926436,0.7850073564,0.0009205468343,0.02955805577
The J9 JVM is not able to do this post-processing if a pipe program processes the core dump first.,Investigation and Exploration,False,98,CONTRIBUTOR,False,False,False,0.3125,0.1503759398,0.6666666667,0.2442748092,0.2149926436,0.7850073564,0.0009205468343,0.02955805577
"However, disabling piping will disable piping for all processes, so keep that in mind.",Investigation and Exploration,False,86,CONTRIBUTOR,False,False,False,0.21875,0.1052631579,1.0,0.2468193384,0.2149926436,0.7850073564,0.0009205468343,0.02955805577
"I primarily run on MacOS which is the environment where I am currently seeing this - for example I had this again just now

I tried 'java -Xcheck:dump' but that by itself reports a usage error, and combined with -jar xxx doesn't elicit any additional output on MacOS

I tried adding back the options to generate a dump

CODE
but then just get
CODE

The core files are NOT generated, even with 'ulimit -c unlimited' - nothing at the paths given or under /cores

I've therefore unset the option again, and gone back to skipping the execution of apache rat - this is the only component so far I've seen the error in, but it occurs fairly often in my environment",Investigation and Exploration,True,670,NONE,True,False,False,1.0,0.962406015,1.0,0.2493638677,0.2201264881,0.7798735119,0.02955805577,0.003175723071
Is CODE world writable?,Investigation and Exploration,True,23,MEMBER,False,False,False,0.2857142857,0.03007518797,0.5,0.2519083969,0.2206780693,0.7793219307,0.003175723071,0.005021721962
With the Catalina OS update the default changed to only be writeable by root.,Investigation and Exploration,False,77,MEMBER,False,False,False,1.0,0.1052631579,1.0,0.2544529262,0.2206780693,0.7793219307,0.003175723071,0.005021721962
"No, I cannot write to /cores.",Investigation and Exploration,False,29,NONE,True,False,False,0.3181818182,0.05263157895,0.1428571429,0.2569974555,0.2215502762,0.7784497238,0.005021721962,0.0366849359
I am using Catalina.,Investigation and Exploration,False,20,NONE,True,False,False,0.1818181818,0.03007518797,0.2857142857,0.2595419847,0.2215502762,0.7784497238,0.005021721962,0.0366849359
"I've now made that dir writeable, and a simple maven build resulted in an immediate core (just running maven).",Task Progress,False,110,NONE,True,False,False,0.9090909091,0.1503759398,0.4285714286,0.262086514,0.2215502762,0.7784497238,0.005021721962,0.0366849359
At least that's good.,Investigation and Exploration,False,21,NONE,True,False,False,0.1818181818,0.03007518797,0.5714285714,0.2646310433,0.2215502762,0.7784497238,0.005021721962,0.0366849359
>2GB.,Investigation and Exploration,False,4,NONE,True,False,False,0.09090909091,0.01503759398,0.7142857143,0.2671755725,0.2215502762,0.7784497238,0.005021721962,0.0366849359
"I then added the filter, and will now run a build.",Task Progress,False,50,NONE,True,False,False,0.5,0.08270676692,0.8571428571,0.2697201018,0.2215502762,0.7784497238,0.005021721962,0.0366849359
"It appears to be progressing, so will look out for the originally reported problem and see if we get a core.........",Task Progress,False,116,NONE,True,False,False,1.0,0.1654135338,1.0,0.272264631,0.2215502762,0.7784497238,0.005021721962,0.0366849359
"Finally I had a core on MacOS
CODE

The file is 7.2GB which surprised me - please advise how you want it made available... or what should be run on it.",Investigation and Exploration,True,154,NONE,True,False,False,0.7857142857,0.2481203008,0.5,0.2748091603,0.2279219658,0.7720780342,0.0366849359,0.0001733178764
"To clarify java version is a nightly build 
CODE
I can of course update/revert to GA, but it's taken a while to get the dump you asked for, and here it is...

Have moved for safety:
CODE",Solution Discussion,True,191,NONE,True,False,False,1.0,0.3157894737,1.0,0.2773536896,0.2279219658,0.7720780342,0.0366849359,0.0001733178764
"Any of this help?
CODECODE__pthread_kill",Solution Discussion,True,41,NONE,True,False,False,0.1111111111,0.04511278195,0.3333333333,0.2798982188,0.2279520689,0.7720479311,0.0001733178764,0.0007382360491
"+ 10, stop reason = signal SIGSTOP
(lldb) thread backtrace
* thread #1, stop reason = signal SIGSTOP
  * frame #0: 0x00007fff6b2ad7fa libsystem_kernel.dylibCODEpthread_kill + 432
    frame #2: 0x000000000bb15123 libj9prt29.dylibCODEdoSystemDump + 297
    frame #4: 0x000000000bb83f55 libj9dmp29.dylibCODEomrsig_protect + 949
    frame #6: 0x000000000bb83b56 libj9dmp29.dylibCODEtriggerDumpAgents + 1030
    frame #8: 0x000000000bb9a438 libj9dmp29.dylibCODEJ9HookDispatch(J9HookInterface**, unsigned long, void*) + 415
    frame #10: 0x000000000cca0b25 libj9vm29.dylibCODEsetCurrentExceptionUTF",Solution Discussion,True,601,NONE,True,False,False,1.0,0.4060150376,0.6666666667,0.2824427481,0.2279520689,0.7720479311,0.0001733178764,0.0007382360491
"+ 230
    frame #12: 0x000000000cdd4e67 libj9vm29.dylibCODEdefineClassCommon + 1791
    frame #14: 0x000000000eaf5b3d libjclse29.dylibCODEsidecarInvokeReflectMethodImpl + 1474
    frame #17: 0x000000000cc904c1 libj9vm29.dylibCODEJVM_InvokeMethod_Impl + 109
    frame #19: 0x000000002e5a1760
    frame #20: 0x000000000cc8f5a9 libj9vm29.dylibCODEgpProtectedRunCallInMethod(void*) + 125
    frame #22: 0x000000000bb16505 libj9prt29.dylibCODEgpProtectAndRun + 202
    frame #24: 0x000000000cca6947 libj9vm29.dylibCODEcallStaticVoidMethod + 145
    frame #26: 0x000000000ba447a0 libjli.dylibCODE_pthread_start + 148
    frame #28: 0x00007fff6b36683b libsystem_pthread.dylibCODECODE",Solution Discussion,True,685,NONE,True,False,False,0.962962963,0.3909774436,1.0,0.2849872774,0.2279520689,0.7720479311,0.0001733178764,0.0007382360491
